player,fullname,firstname,lastname,suffix,givenname,nickname,matrilineal
KAZMS002,Sean Kazmar,Sean,Kazmar,,Sean Frank,,
KEAGG001,Greg Keagle,Greg,Keagle,,Gregory Charles,,
KEALS101,Steve Kealey,Steve,Kealey,,Steven William,,
KEARA001,Austin Kearns,Austin,Kearns,,Austin Ryan,,
KEARB001,Bob Kearney,Bob,Kearney,,Robert Henry,,
KEATG101,Greg Keatley,Greg,Keatley,,Gregory Steven,,
KEEDP001,Pat Keedy,Pat,Keedy,,Charles Patrick,,
KEENJ101,Jeff Keener,Jeff,Keener,,Jeffrey Bruce,,
KEENJ102,Joe Keener,Joe,Keener,,Joseph Donald,,
KEETR101,Rickey Keeton,Rickey,Keeton,,Rickey,,
KEISR001,Randy Keisler,Randy,Keisler,,Randy Dean,,
KEKIM101,Mike Kekich,Mike,Kekich,,Michael Dennis,,
KELAK001,Keone Kela,Keone,Kela,,Keone Cole,,
KELLB001,Bryan Kelly,Bryan,Kelly,,Bryan Keith,,
KELLB002,Roberto Kelly,Roberto,Kelly,,Roberto Conrado,,Gray
KELLB003,Brad Keller,Brad,Keller,,Brad Michael,,
KELLC001,Casey Kelly,Casey,Kelly,,Casey Patrick,,
KELLC002,Carson Kelly,Carson,Kelly,,Carson Franklin,,
KELLD001,Don Kelly,Don,Kelly,,Donald Thomas,,
KELLD102,Dick Kelley,Dick,Kelley,,Richard Anthony,,
KELLJ001,Joe Kelly,Joe,Kelly,,Joseph William,,
KELLK001,Kenny Kelly,Kenny,Kelly,,Kenneth Alphonso,,
KELLK002,Kris Keller,Kris,Keller,,Kristopher Shane,,
KELLM001,Mike Kelly,Mike,Kelly,,Michael Raymond,,
KELLM101,Mick Kelleher,Mick,Kelleher,,Michael Dennis,,
KELLP001,Pat Kelly,Pat,Kelly,,Patrick Franklin,,
KELLP101,Pat Kelly,Pat,Kelly,,Harold Patrick,,
KELLP102,Pat Kelly,Pat,Kelly,,Dale Patrick,,
KELLR001,Ryan Kelly,Ryan,Kelly,,William Ryan,,
KELLR101,Ron Keller,Ron,Keller,,Ronald Lee,,
KELLS001,Shawn Kelley,Shawn,Kelley,,Shawn Andrew,,
KELLT001,Ty Kelly,Ty,Kelly,,Tyler Patrick,,
KELLT101,Tom Kelly,Tom,Kelly,,Jay Thomas,,
KELLT102,Tom Kelley,Tom,Kelley,,Thomas Henry,,
KELLV101,Van Kelly,Van,Kelly,,Van Howard,,
KELSB101,Bill Kelso,Bill,Kelso,,William Eugene,,
KELTD001,David Kelton,David,Kelton,,David Wayne,,
KEMPM001,Matt Kemp,Matt,Kemp,,Matthew Ryan,The Bison,
KEMPS001,Steve Kemp,Steve,Kemp,,Steven F.,,
KEMPT001,Tony Kemp,Tony,Kemp,,Anthony Allen,,
KENDF101,Fred Kendall,Fred,Kendall,,Fred Lyn,,
KENDH001,Howie Kendrick,Howie,Kendrick,,Howard Joseph,,
KENDJ001,Jason Kendall,Jason,Kendall,,Jason Daniel,,
KENDK001,Kyle Kendrick,Kyle,Kendrick,,Kyle Rodney,,
KENNA001,Adam Kennedy,Adam,Kennedy,,Adam Thomas,,
KENNB001,Brett Kennedy,Brett,Kennedy,,Brett,,
KENNI001,Ian Kennedy,Ian,Kennedy,,Ian Patrick,,
KENNJ001,Joe Kennedy,Joe,Kennedy,,Joseph Darley,,
KENNJ101,Junior Kennedy,Junior,Kennedy,,Junior Raymond,,
KENNJ103,Jerry Kenney,Jerry,Kenney,,Gerald Tennyson,,
KENNJ105,John Kennedy,John,Kennedy,,John Edward,,
KENNJ106,Jim Kennedy,Jim,Kennedy,,James Earl,,
KENNT001,Terry Kennedy,Terry,Kennedy,,Terrance Edward,,
KENSL001,Logan Kensing,Logan,Kensing,,Logan French,,
KENTJ001,Jeff Kent,Jeff,Kent,,Jeffrey Franklin,,
KENTS001,Steven Kent,Steven,Kent,,Steven Patrick,,
KENWD102,Dick Kenworthy,Dick,Kenworthy,,Richard Lee,,
KEOUJ101,Joe Keough,Joe,Keough,,Joseph William,,
KEOUM001,Matt Keough,Matt,Keough,,Matthew Lon,,
KEOUM101,Marty Keough,Marty,Keough,,Richard Martin,,
KEPLM001,Max Kepler,Max,Kepler,,Maximilian,,
KEPPB001,Bobby Keppel,Bobby,Keppel,,Robert Griffin,,
KEPPJ001,Jeff Keppinger,Jeff,Keppinger,,Jeffrey Scott,,
KEPSK001,Kurt Kepshire,Kurt,Kepshire,,Kurt David,,
KERFC001,Charlie Kerfeld,Charlie,Kerfeld,,Charles Patrick,,
KERNG101,George Kernek,George,Kernek,,George Boyd,,
KERNJ001,Jim Kern,Jim,Kern,,James Lester,,
KERRJ101,Joe Kerrigan,Joe,Kerrigan,,Joseph Thomas,,
KERSC001,Clayton Kershaw,Clayton,Kershaw,,Clayton Edward,,
KERSJ001,Jason Kershner,Jason,Kershner,,Jason Ashley,,
KESSD101,Don Kessinger,Don,Kessinger,,Donald Eulon,,
KESSK001,Keith Kessinger,Keith,Kessinger,,Robert Keith,,
KESTR101,Rick Kester,Rick,Kester,,Richard Lee,,
KEUCD001,Dallas Keuchel,Dallas,Keuchel,,Dallas,,
KEY-J001,Jimmy Key,Jimmy,Key,,James Edward,,
KEYSB001,Brian Keyser,Brian,Keyser,,Brian Lee,,
KHALS001,Sam Khalifa,Sam,Khalifa,,Sam,,
KICKM001,Mike Kickham,Mike,Kickham,,Michael Joseph,,
KIDAM001,Masao Kida,Masao,Kida,,Masao,,
KIEBS001,Spencer Kieboom,Spencer,Kieboom,,Spencer John,,
KIECD001,Dana Kiecker,Dana,Kiecker,,Dana Ervin,,
KIEFM001,Mark Kiefer,Mark,Kiefer,,Mark Andrew,,
KIEFS001,Steve Kiefer,Steve,Kiefer,,Steven George,,
KIEKD001,Dean Kiekhefer,Dean,Kiekhefer,,Dean Allen,,
KIELB001,Bobby Kielty,Bobby,Kielty,,Robert Michael,,
KIELJ001,John Kiely,John,Kiely,,John Francis,,
KIERK001,Kevin Kiermaier,Kevin,Kiermaier,,Kevin James,,
KIESB001,Brooks Kieschnick,Brooks,Kieschnick,,Michael Brooks,,
KIESR001,Roger Kieschnick,Roger,Kieschnick,,Roger Keith,,
KIGEM001,Mark Kiger,Mark,Kiger,,Mark Winston,,
KILBB001,Brad Kilby,Brad,Kilby,,Brad Thomas,,
KILED001,Darryl Kile,Darryl,Kile,,Darryl Andrew,,
KILGP001,Paul Kilgus,Paul,Kilgus,,Paul Nelson,,
KILKM101,Mike Kilkenny,Mike,Kilkenny,,Michael David,,
KILLH102,Harmon Killebrew,Harmon,Killebrew,,Harmon Clayton,Killer,
KIM-B001,Byung-Hyun Kim,Byung-Hyun,Kim,,Byung-Hyun,,
KIM-H001,Hyun Soo Kim,Hyun Soo,Kim,,Hyun Soo,,
KIM-S001,Sun-Woo Kim,Sun-Woo,Kim,,Sun-Woo,,
KIMBC001,Craig Kimbrel,Craig,Kimbrel,,Craig Michael,,
KIMBC002,Cole Kimball,Cole,Kimball,,Cole A.,,
KIMMB101,Bruce Kimm,Bruce,Kimm,,Bruce Edward,,
KINDJ101,Jerry Kindall,Jerry,Kindall,,Gerald Donald,Slim,
KINEI001,Isiah Kiner-Falefa,Isiah,Kiner-Falefa,,Isiah,,
KINGB101,Brian Kingman,Brian,Kingman,,Brian Paul,,
KINGC001,Curtis King,Curtis,King,,Curtis Albert,,
KINGD001,Dave Kingman,Dave,Kingman,,David Arthur,Kong; Sky King,
KINGE001,Eric King,Eric,King,,Eric Steven,,
KINGG001,Gene Kingsale,Gene,Kingsale,,Eugene Humphrey,,
KINGH102,Hal King,Hal,King,,Harold,,
KINGJ001,Jeff King,Jeff,King,,Jeffrey Wayne,,
KINGJ101,Jim King,Jim,King,,James Hubert,,
KINGK001,Kevin King,Kevin,King,,Kevin Ray,,
KINGM001,Mike Kingery,Mike,Kingery,,Michael Scott,,
KINGN001,Nick Kingham,Nick,Kingham,,Nicholas Gordon,,
KINGR001,Ray King,Ray,King,,Raymond Keith,,
KINGS001,Scott Kingery,Scott,Kingery,,Scott M.,,
KINKM001,Mike Kinkade,Mike,Kinkade,,Michael Arthur,,
KINLT001,Tyler Kinley,Tyler,Kinley,,Tyler Harrison,,
KINND101,Dennis Kinney,Dennis,Kinney,,Dennis Paul,,
KINNJ001,Josh Kinney,Josh,Kinney,,Joshua Thomas,,
KINNM001,Mike Kinnunen,Mike,Kinnunen,,Michael John,,
KINNM002,Matt Kinney,Matt,Kinney,,Matthew John,,
KINSI001,Ian Kinsler,Ian,Kinsler,,Ian Michael,,
KINTB001,Brandon Kintzler,Brandon,Kintzler,,Brandon Lee,,
KINZM001,Matt Kinzer,Matt,Kinzer,,Matthew Roy,,
KIPNJ001,Jason Kipnis,Jason,Kipnis,,Jason Michael,,
KIPPB001,Bob Kipper,Bob,Kipper,,Robert Wayne,,
KIRBC101,Clay Kirby,Clay,Kirby,,Clayton Laws,,
KIRBW001,Wayne Kirby,Wayne,Kirby,,Wayne Leonard,,
KIRKD101,Don Kirkwood,Don,Kirkwood,,Donald Paul,,
KIRKE102,Ed Kirkpatrick,Ed,Kirkpatrick,,Edgar Leon,,
KIRKM001,Michael Kirkman,Michael,Kirkman,,Michael Scott,,
KIRKW101,Willie Kirkland,Willie,Kirkland,,Willie Charles,,
KISEG001,Garland Kiser,Garland,Kiser,,Garland Routhard,,
KISOB001,Bruce Kison,Bruce,Kison,,Bruce Eugene,,
KITTA001,Andrew Kittredge,Andrew,Kittredge,,Andrew Michael,,
KITTR001,Ron Kittle,Ron,Kittle,,Ronald Dale,,
KIVLP001,Patrick Kivlehan,Patrick,Kivlehan,,Patrick Anthony,,
KLAGF101,Fred Klages,Fred,Klages,,Frederick Albert Antony,,
KLASD001,Danny Klassen,Danny,Klassen,,Daniel Victor,,
KLAUB102,Bobby Klaus,Bobby,Klaus,,Robert Francis,,
KLAWT001,Tom Klawitter,Tom,Klawitter,,Thomas Carl,,
KLEIP001,Phil Klein,Phil,Klein,,Phil William,,
KLESR001,Ryan Klesko,Ryan,Klesko,,Ryan Anthony,,
KLEVJ101,Jay Kleven,Jay,Kleven,,Jay Allen,,
KLIML101,Lou Klimchock,Lou,Klimchock,,Louis Stephen,,
KLIMR101,Ron Klimkowski,Ron,Klimkowski,,Ronald Bernard,,
KLINJ001,Joe Klink,Joe,Klink,,Joseph Charles,,
KLINR102,Ron Kline,Ron,Kline,,Ronald Lee,,
KLINS001,Scott Klingenbeck,Scott,Klingenbeck,,Scott Edward,,
KLINS002,Steve Kline,Steve,Kline,,Steven James,,
KLINS101,Steve Kline,Steve,Kline,,Steven Jack,,
KLIPJ101,Johnny Klippstein,Johnny,Klippstein,,John Calvin,,
KLUBC001,Corey Kluber,Corey,Kluber,,Corey Scott,,
KLUTM101,Mickey Klutts,Mickey,Klutts,,Gene Ellis,,
KMAKJ001,Joe Kmak,Joe,Kmak,,Joseph Robert,,
KNACB001,Brent Knackert,Brent,Knackert,,Brent Bradley,,
KNAPA001,Andrew Knapp,Andrew,Knapp,,Andrew Michael,,
KNAPC101,Chris Knapp,Chris,Knapp,,Robert Christian,,
KNEBC001,Corey Knebel,Corey,Knebel,,Corey Andrew,,
KNEPB001,Bob Knepper,Bob,Knepper,,Robert Wesley,,
KNICA001,Alan Knicely,Alan,Knicely,,Alan Lee,,
KNIGB001,Brandon Knight,Brandon,Knight,,Brandon Michael,,
KNIGR001,Ray Knight,Ray,Knight,,Charles Ray,,
KNOBC001,Chuck Knoblauch,Chuck,Knoblauch,,Edward Charles,,
KNOEJ001,Justin Knoedler,Justin,Knoedler,,Justin Joseph,,
KNOOB101,Bobby Knoop,Bobby,Knoop,,Robert Frank,,
KNORR001,Randy Knorr,Randy,Knorr,,Randy Duane,,
KNOTE001,Eric Knott,Eric,Knott,,Eric James,,
KNOTG001,Gary Knotts,Gary,Knotts,,Gary Everett,,
KNOTJ001,Jon Knott,Jon,Knott,,Jonathan David,,
KNOWD101,Darold Knowles,Darold,Knowles,,Darold Duane,,
KNOXJ101,John Knox,John,Knox,,John Clinton,,
KNUDG001,Guido Knudson,Guido,Knudson,,Guido Joel,,
KNUDK001,Kurt Knudsen,Kurt,Knudsen,,Kurt David,,
KNUDM001,Mark Knudson,Mark,Knudson,,Mark Richard,,
KOBAM001,Masahide Kobayashi,Masahide,Kobayashi,,Masahide,,
KOBEJ001,Jeff Kobernus,Jeff,Kobernus,,Jeffrey Gilbert,,
KOBEK101,Kevin Kobel,Kevin,Kobel,,Kevin Richard,,
KOCHA101,Alan Koch,Alan,Koch,,Alan Goodman,,
KOCHB001,Billy Koch,Billy,Koch,,William Christopher,,
KOCHM001,Matt Koch,Matt,Koch,,Matthew David,,
KOEGP101,Pete Koegel,Pete,Koegel,,Peter John,,
KOEHT001,Tom Koehler,Tom,Koehler,,Thomas R.,,
KOELB001,Brian Koelling,Brian,Koelling,,Brian Wayne,,
KOHLR001,Ryan Kohlmeier,Ryan,Kohlmeier,,Ryan Lyle,,
KOHNM001,Michael Kohn,Michael,Kohn,,Michael Thomas,,
KOLAA001,Adam Kolarek,Adam,Kolarek,,Adam John,,
KOLBB001,Brandon Kolb,Brandon,Kolb,,Brandon Charles,,
KOLBD001,Danny Kolb,Danny,Kolb,,Daniel Lee,,
KOLBG101,Gary Kolb,Gary,Kolb,,Gary Alan,,
KOMAE001,Erik Komatsu,Erik,Komatsu,,Erik Jordan,,
KOMIS001,Satoru Komiyama,Satoru,Komiyama,,Satoru,,
KOMIS002,Shane Komine,Shane,Komine,,Shane Kenji,,
KOMMB001,Brad Komminsk,Brad,Komminsk,,Brad Lynn,,
KONEP001,Paul Konerko,Paul,Konerko,,Paul Henry,,
KONID101,Doug Konieczny,Doug,Konieczny,,Douglas James,,
KONTG001,George Kontos,George,Kontos,,George Nicholas,,
KONUD001,Dennis Konuszewski,Dennis,Konuszewski,,Dennis John,,
KOO-D001,Dae-Sung Koo,Dae-Sung,Koo,,Dae-Sung,,
KOONC101,Cal Koonce,Cal,Koonce,,Calvin Lee,,
KOONG001,Graham Koonce,Graham,Koonce,,Graham Clinton,,
KOOSJ001,Jerry Koosman,Jerry,Koosman,,Jerome Martin,,
KOPAG101,George Kopacz,George,Kopacz,,George Felix,Sonny,
KOPEM001,Michael Kopech,Michael,Kopech,,Michael Talbert,,
KOPLH101,Howie Koplitz,Howie,Koplitz,,Howard Dean,,
KOPLM001,Mike Koplove,Mike,Koplove,,Michael Paul,,
KOPPJ101,Joe Koppe,Joe,Koppe,,Joseph,,
KOREB001,Bobby Korecky,Bobby,Korecky,,Robert John,,
KORIG101,George Korince,George,Korince,,George Eugene,Moose,
KOROJ001,John Koronka,John,Koronka,,John Vincent,,
KOSCA101,Andy Kosco,Andy,Kosco,,Andrew John,,
KOSHJ001,Joe Koshansky,Joe,Koshansky,,Joseph Steven,,
KOSKC001,Corey Koskie,Corey,Koskie,,Cordel Leonard,,
KOSLK001,Kevin Koslofski,Kevin,Koslofski,,Kevin Craig,,
KOSTF101,Frank Kostro,Frank,Kostro,,Frank Jerry,,
KOTCC001,Casey Kotchman,Casey,Kotchman,,Casey John,,
KOTSM001,Mark Kotsay,Mark,Kotsay,,Mark Steven,,
KOTTG001,George Kottaras,George,Kottaras,,George,,
KOUFS101,Sandy Koufax,Sandy,Koufax,,Sanford,,
KOUZK001,Kevin Kouzmanoff,Kevin,Kouzmanoff,,Kevin,,
KOWIB001,Brian Kowitz,Brian,Kowitz,,Brian Mark,,
KOZLB001,Ben Kozlowski,Ben,Kozlowski,,Benjamin Anthony,,
KOZMP001,Pete Kozma,Pete,Kozma,,Peter Michael,,
KRAEJ001,Joe Kraemer,Joe,Kraemer,,Joseph Wayne,,
KRALJ101,Jack Kralick,Jack,Kralick,,John Francis,,
KRAMK001,Kevin Kramer,Kevin,Kramer,,Kevin Lowell,,
KRAMR001,Randy Kramer,Randy,Kramer,,Randall John,,
KRAMT001,Tom Kramer,Tom,Kramer,,Thomas Joseph,,
KRANE101,Ed Kranepool,Ed,Kranepool,,Edward Emil,,
KRATE001,Erik Kratz,Erik,Kratz,,Erik Floyd,,
KRAUL102,Lew Krausse Jr.,Lew,Krausse,Jr.,Lewis Bernard,,
KRAUM001,Marc Krauss,Marc,Krauss,,Marc S.,,
KRAVK101,Ken Kravec,Ken,Kravec,,Kenneth Peter,,
KRAWR001,Ray Krawczyk,Ray,Krawczyk,,Raymond Allen,,
KREHJ001,Joey Krehbiel,Joey,Krehbiel,,Joseph Roland,,
KREMJ001,Jimmy Kremers,Jimmy,Kremers,,James Edward,,
KREMJ101,Jim Kremmel,Jim,Kremmel,,James Louis,,
KRENW001,Wayne Krenchicki,Wayne,Krenchicki,,Wayne Richard,,
KREUC001,Chad Kreuter,Chad,Kreuter,,Chadden Michael,,
KREUF101,Frank Kreutzer,Frank,Kreutzer,,Franklin James,,
KREUR101,Rick Kreuger,Rick,Kreuger,,Richard Allen,,
KRIVR001,Rick Krivda,Rick,Krivda,,Rick Michael,,
KROEJ001,Josh Kroeger,Josh,Kroeger,,Joshua J.,,
KROEZ001,Zach Kroenke,Zach,Kroenke,,Zachary B.,,
KROLG101,Gary Kroll,Gary,Kroll,,Gary Melvin,,
KROLI001,Ian Krol,Ian,Krol,,Ian A.,,
KROOM001,Marc Kroon,Marc,Kroon,,Marc Jason,,
KRUEB001,Bill Krueger,Bill,Krueger,,William Culp,,
KRUGC101,Chris Krug,Chris,Krug,,Everett Ben,,
KRUGG101,Gene Krug,Gene,Krug,,Gary Eugene,,
KRUKJ001,John Kruk,John,Kruk,,John Martin,,
KRUKM001,Mike Krukow,Mike,Krukow,,Michael Edward,,
KRYND001,Dave Krynzel,Dave,Krynzel,,David Benjamin,,
KUBEJ001,Jeff Kubenka,Jeff,Kubenka,,Jeffrey Scot,,
KUBEJ002,Jason Kubel,Jason,Kubel,,Jason James,,
KUBET101,Tony Kubek,Tony,Kubek,,Anthony Christopher,,
KUBIK001,Kyle Kubitza,Kyle,Kubitza,,Kyle Andrew,,
KUBIT001,Tim Kubinski,Tim,Kubinski,,Timothy Mark,,
KUBIT101,Ted Kubiak,Ted,Kubiak,,Theodore Rodger,,
KUBSG101,Gil Kubski,Gil,Kubski,,Gilbert Thomas,,
KUCEJ101,Jack Kucek,Jack,Kucek,,John Andrew Charles,Jackie,
KUENH101,Harvey Kuenn,Harvey,Kuenn,,Harvey Edward,,
KUHAF101,Fred Kuhaulua,Fred,Kuhaulua,,Fred Mahele,,
KUHLC001,Chad Kuhl,Chad,Kuhl,,Chad Michael,,
KUIPD001,Duane Kuiper,Duane,Kuiper,,Duane Eugene,,
KUNKJ001,Jeff Kunkel,Jeff,Kunkel,,Jeffrey William,,
KUNTR001,Rusty Kuntz,Rusty,Kuntz,,Russell Jay,,
KUNZE001,Eddie Kunz,Eddie,Kunz,,Edward Cory,,
KUO-H001,Hung-Chih Kuo,Hung-Chih,Kuo,,Hung-Chih,,
KUROH001,Hiroki Kuroda,Hiroki,Kuroda,,Hiroki,,
KUROR101,Ryan Kurosaki,Ryan,Kurosaki,,Ryan Yoshitomo,,
KURTH101,Hal Kurtz,Hal,Kurtz,,Harold James,,
KUSIC101,Craig Kusick,Craig,Kusick,,Craig Robert,,
KUSNA101,Art Kusnyer,Art,Kusnyer,,Arthur William,,
KUTCR001,Randy Kutcher,Randy,Kutcher,,Randy Scott,,
KUTZJ001,Jerry Kutzler,Jerry,Kutzler,,Jerry Scott,,
KUWAM001,Masumi Kuwata,Masumi,Kuwata,,Masumi,,
LABAJ001,Josh Labandeira,Josh,Labandeira,,John Joshua,,
LABOC101,Coco Laboy,Coco,Laboy,,Jose Alberto,,
LABOJ001,Jairo Labourt,Jairo,Labourt,,Jairo Snaider,,
LACEB001,Bob Lacey,Bob,Lacey,,Robert Joseph,,
LACHA101,Al Lachowicz,Al,Lachowicz,,Allen Robert,,
LACHM101,Marcel Lachemann,Marcel,Lachemann,,Marcel Ernest,,
LACHR101,Rene Lachemann,Rene,Lachemann,,Rene George,,
LACKJ001,John Lackey,John,Lackey,,John Derran,,
LACOF001,Frank LaCorte,Frank,LaCorte,,Frank Joseph,,
LACOM001,Mike LaCoss,Mike,LaCoss,,Michael James,,
LACOP101,Pete LaCock,Pete,LaCock,,Ralph Pierre,,
LACYK001,Kerry Lacy,Kerry,Lacy,,Kerry Ardeen,,
LACYL001,Lee Lacy,Lee,Lacy,,Leondaus,,
LADDP001,Pete Ladd,Pete,Ladd,,Peter Linwood,,
LADET001,Tyler Ladendorf,Tyler,Ladendorf,,Tyler James,,
LAFFA001,Aaron Laffey,Aaron,Laffey,,Aaron Steven,,
LAFOP001,Pete LaForest,Pete,LaForest,,Pierre Luc,,
LAFRB001,Bobby LaFromboise,Bobby,LaFromboise,,Robert Joseph,,
LAFRR101,Roger LaFrancois,Roger,LaFrancois,,Roger Victor,,
LAGAJ001,Juan Lagares,Juan,Lagares,,Juan Osvaldo,,
LAGAM001,Mike Laga,Mike,Laga,,Michael Russell,,
LAGRL101,Lerrin LaGrow,Lerrin,LaGrow,,Lerrin Harris,,
LAHAB001,Bryan LaHair,Bryan,LaHair,,Bryan Allan,,
LAHOJ101,Joe Lahoud,Joe,Lahoud,,Joseph Michael,,
LAHTJ001,Jeff Lahti,Jeff,Lahti,,Jeffrey Allen,,
LAIRB001,Brandon Laird,Brandon,Laird,,Brandon J.,,
LAIRG001,Gerald Laird,Gerald,Laird,,Gerald Lee,,
LAKEJ001,Junior Lake,Junior,Lake,,Junior Osvaldo,,
LAKES001,Steve Lake,Steve,Lake,,Steven Michael,,
LAKET001,Tim Laker,Tim,Laker,,Timothy John,,
LALLB001,Blake Lalli,Blake,Lalli,,Blake Thomas,,
LAMAJ101,Jack Lamabe,Jack,Lamabe,,John Alexander,,
LAMAR001,Ryan LaMarre,Ryan,LaMarre,,Ryan M.,,
LAMBA001,Andrew Lambo,Andrew,Lambo,,Andrew Francis,,
LAMBC001,Chris Lambert,Chris,Lambert,,Christopher Raymond,,
LAMBD001,David Lamb,David,Lamb,,David Christian,,
LAMBJ001,Jake Lamb,Jake,Lamb,,Jacob Ryan,,
LAMBJ002,John Lamb,John,Lamb,,John Michael,,
LAMBJ101,John Lamb,John,Lamb,,John Andrew,,
LAMBM001,Mike Lamb,Mike,Lamb,,Michael Robert,,
LAMBR101,Ray Lamb,Ray,Lamb,,Raymond Richard,,
LAMED001,Dinelson Lamet,Dinelson,Lamet,,Dinelson,,Hernandez
LAMOG101,Gene Lamont,Gene,Lamont,,Gene William,,
LAMPD001,Dennis Lamp,Dennis,Lamp,,Dennis Patrick,,
LAMPK101,Keith Lampard,Keith,Lampard,,Christopher Keith,,
LAMPT001,Tom Lampkin,Tom,Lampkin,,Thomas Michael,,
LANCG101,Gary Lance,Gary,Lance,,Gary Dean,,
LANCL001,Les Lancaster,Les,Lancaster,,Lester Wayne,,
LANCR001,Rick Lancellotti,Rick,Lancellotti,,Richard Anthony,,
LANDB001,Bill Landrum,Bill,Landrum,,Thomas William,,
LANDB101,Bill Landis,Bill,Landis,,William Henry,,
LANDC001,Ced Landrum,Ced,Landrum,,Cedric Bernard,,
LANDD101,Don Landrum,Don,Landrum,,Donald Leroy,,
LANDJ103,Jim Landis,Jim,Landis,,James Henry,,
LANDK001,Ken Landreaux,Ken,Landreaux,,Kenneth Francis,,
LANDL101,Larry Landreth,Larry,Landreth,,Larry Robert,,
LANDR001,Rafael Landestoy,Rafael,Landestoy,,Rafael Silvaldo,,Santana
LANDT001,Tito Landrum,Tito,Landrum,,Terry Lee,,
LANEJ001,Jason Lane,Jason,Lane,,Jason Dean,,
LANEM101,Marv Lane,Marv,Lane,,Marvin,,
LANGC101,Chip Lang,Chip,Lang,,Robert David,,
LANGD101,Dick Lange,Dick,Lange,,Richard Otto,,
LANGM001,Mark Langston,Mark,Langston,,Mark Edward,,
LANGM002,Matt Langwell,Matt,Langwell,,Matthew August,,
LANGR001,Rick Langford,Rick,Langford,,James Rick,,
LANGR002,Ryan Langerhans,Ryan,Langerhans,,Ryan David,,
LANIH101,Hal Lanier,Hal,Lanier,,Harold Clifton,,
LANIR101,Rimp Lanier,Rimp,Lanier,,Lorenzo,,
LANKF001,Frank Lankford,Frank,Lankford,,Frank Greenfield,,
LANKR001,Ray Lankford,Ray,Lankford,,Raymond Lewis,,
LANNJ001,John Lannan,John,Lannan,,John Edward,,
LANSC001,Carney Lansford,Carney,Lansford,,Carney Ray,,
LANSJ101,Joe Lansford,Joe,Lansford,,Joseph Dale,,
LANSM001,Mike Lansing,Mike,Lansing,,Michael Thomas,,
LAPOD001,Dave LaPoint,Dave,LaPoint,,David Jeffrey,,
LAPOM001,Matt LaPorta,Matt,LaPorta,,Matthew Vincent,,
LARAJ001,Juan Lara,Juan,Lara,,Juan Manuel,,Tavares
LARAY001,Yovanny Lara,Yovanny,Lara,,Yovanny B.,,
LARIJ001,Jeff Larish,Jeff,Larish,,Jeffrey David,,
LARKA001,Andy Larkin,Andy,Larkin,,Andrew Dane,,
LARKB001,Barry Larkin,Barry,Larkin,,Barry Louis,,
LARKG001,Gene Larkin,Gene,Larkin,,Eugene Thomas,,
LARKP101,Pat Larkin,Pat,Larkin,,Patrick Cliborn,,
LARKS001,Stephen Larkin,Stephen,Larkin,,Stephen Karari,,
LAROA001,Adam LaRoche,Adam,LaRoche,,David Adam,,
LAROA002,Andy LaRoche,Andy,LaRoche,,Andrew Christian,,
LAROD101,Dave LaRoche,Dave,LaRoche,,David Eugene,,
LAROG001,Greg LaRocca,Greg,LaRocca,,Gregory Mark,,
LAROJ101,John LaRose,John,LaRose,,Henry John,,
LAROV101,Vic LaRose,Vic,LaRose,,Victor Raymond,,
LARSB001,Brandon Larson,Brandon,Larson,,Brandon John,,
LARSD101,Dan Larson,Dan,Larson,,Daniel James,,
LARSD102,Don Larsen,Don,Larsen,,Don James,,
LARUJ001,Jason LaRue,Jason,LaRue,,Michael Jason,,
LARUT101,Tony LaRussa,Tony,LaRussa,,Anthony,,
LARYF101,Frank Lary,Frank,Lary,,Frank Strong,Mule; Taters; The Yankee Killer,
LASHF101,Fred Lasher,Fred,Lasher,,Frederick Walter,,
LASKB001,Bill Laskey,Bill,Laskey,,William Alan,,
LASTT001,Tommy La Stella,Tommy,La Stella,,Thomas F.,,
LATHB001,Bill Latham,Bill,Latham,,William Carol,,
LATHC001,Chris Latham,Chris,Latham,,Christopher Joseph,,
LATMB101,Barry Latman,Barry,Latman,,Arnold Barry,,
LATOM001,Mat Latos,Mat,Latos,,Mathew Adam,,
LAU-C101,Charlie Lau,Charlie,Lau,,Charles Richard,,
LAUDT001,Tim Laudner,Tim,Laudner,,Timothy Jon,,
LAUEE001,Eric Lauer,Eric,Lauer,,Eric Lance,,
LAURR001,Ramon Laureano,Ramon,Laureano,,Ramon,,
LAUZG101,George Lauzerique,George,Lauzerique,,George Albert,,
LAVAM001,Mike LaValliere,Mike,LaValliere,,Michael Eugene,,
LAVAR001,Ryan Lavarnway,Ryan,Lavarnway,,Ryan Cole,,
LAVEG001,Gary Lavelle,Gary,Lavelle,,Gary Robert,,
LAW-D001,Derek Law,Derek,Law,,Derek Robert,,
LAW-R001,Rudy Law,Rudy,Law,,Rudy Karl,,
LAW-R101,Ron Law,Ron,Law,,Ronald David,,
LAW-V001,Vance Law,Vance,Law,,Vance Aaron,,
LAW-V101,Vern Law,Vern,Law,,Vernon Sanders,Deacon; Preacher,
LAWLT001,Tom Lawless,Tom,Lawless,,Thomas James,,
LAWRB001,Brian Lawrence,Brian,Lawrence,,Brian Michael,,
LAWRB002,Brett Lawrie,Brett,Lawrie,,Brett Russell,,
LAWRC001,Casey Lawrence,Casey,Lawrence,,Casey Lee,,
LAWRJ001,Joe Lawrence,Joe,Lawrence,,Joseph Dudley,,
