player,fullname,firstname,lastname,suffix,givenname,nickname,matrilineal
DEFRA101,Arturo DeFreites,Arturo,DeFreites,,Arturo Marcelino,,Simon
DEFRJ001,Justin De Fratus,Justin,De Fratus,,Justin Andrew,,
DEGRJ001,Jacob deGrom,Jacob,deGrom,,Jacob Anthony,,
DEHAK001,Kory DeHaan,Kory,DeHaan,,Korwin Jay,,
DEHAR001,Rick DeHart,Rick,DeHart,,Richard Allen,,
DEIDJ101,Jim Deidel,Jim,Deidel,,James Lawrence,,
DEJED001,David DeJesus,David,DeJesus,,David Christopher,,
DEJEI001,Ivan de Jesus,Ivan,de Jesus,,Ivan,,Alvarez
DEJEI002,Ivan De Jesus Jr.,Ivan,De Jesus,Jr.,Ivan,,
DEJEJ001,Jose de Jesus,Jose,de Jesus,,Jose Luis,,Velazquez
DEJEM001,Mike DeJean,Mike,DeJean,,Michel Dwain,,
DEJOC001,Chase De Jong,Chase,De Jong,,Chase Louis,,
DEJOJ001,Jordan De Jong,Jordan,De Jong,,Jordan Jay,,
DEJOM101,Mark DeJohn,Mark,DeJohn,,Mark Stephen,,
DEJOP001,Paul DeJong,Paul,DeJong,,Paul Sterling,,
DELAD001,Dane De La Rosa,Dane,De La Rosa,,Dane David,,
DELAE001,Frankie De La Cruz,Frankie,De La Cruz,,Eulogio,,Martinez
DELAE002,Eury De La Rosa,Eury,De La Rosa,,Eury,,
DELAF001,Francisco de la Rosa,Francisco,de la Rosa,,Francisco,,Jimenez
DELAJ001,Jorge De La Rosa,Jorge,De La Rosa,,Jorge Alberto,,Gonzalez
DELAJ002,Jose De La Torre,Jose,De La Torre,,Jose Hairam,,Valentin
DELAJ003,Joel De La Cruz,Joel,De La Cruz,,Joel,,Santos
DELAJ101,Jesus de la Rosa,Jesus,de la Rosa,,Jesus,,
DELAM101,Mike de la Hoz,Mike,de la Hoz,,Miguel Angel,,Piloto
DELAR001,Roland de la Maza,Roland,de la Maza,,Roland Robert,,
DELAR002,Rob Delaney,Rob,Delaney,,Robert James,,
DELAR003,Rubby De La Rosa,Rubby,De La Rosa,,Rubby Carlos,,Corporan
DELAS001,Steve Delabar,Steve,Delabar,,Steven Edward,,
DELAT001,Tomas de la Rosa,Tomas,de la Rosa,,Tomas Agramonte,,
DELCM001,Manny Delcarmen,Manny,Delcarmen,,Manuel,,
DELEJ001,Jose DeLeon,Jose,DeLeon,,Jose,,Chestaro
DELEJ002,Jorge De Leon,Jorge,De Leon,,Jorge Luis,,
DELEJ003,Jose De Leon,Jose,De Leon,,Jose Eugenio,,
DELEL001,Luis DeLeon,Luis,DeLeon,,Luis Antonio,,Tricoche
DELGA001,Alex Delgado,Alex,Delgado,,Alexander,,
DELGB101,Bobby Del Greco,Bobby,Del Greco,,Robert George,,
DELGC001,Carlos Delgado,Carlos,Delgado,,Carlos Juan,,Hernandez
DELGJ001,Jesus Delgado,Jesus,Delgado,,Jesus Andres,,Corrales
DELGP101,Puchy Delgado,Puchy,Delgado,,Luis Felipe,,Robles
DELGR001,Randall Delgado,Randall,Delgado,,Randall Enrique,,
DELGW001,Wilson Delgado,Wilson,Delgado,,Wilson,,Duran
DELLD001,David Dellucci,David,Dellucci,,David Michael,,
DELLJ001,Jason Dellaero,Jason,Dellaero,,Jason Christopher,,
DELMN001,Nick Delmonico,Nick,Delmonico,,Nicholas John,,
DELOA001,Abel De Los Santos,Abel,De Los Santos,,Abel,,Mejia
DELOE001,Enyel De Los Santos,Enyel,De Los Santos,,Enyel,,Polanco
DELOF001,Fautino De Los Santos,Fautino,De Los Santos,,Fautino,,
DELOL001,Luis de los Santos,Luis,de los Santos,,Luis Manuel,,Martinez
DELOL002,Luis de los Santos,Luis,de los Santos,,Luis,,
DELOR101,Ramon de los Santos,Ramon,de los Santos,,Ramon,,Genero
DELOV001,Valerio De Los Santos,Valerio,De Los Santos,,Valerio Lorenzo,,
DELRE001,Enerio Del Rosario,Enerio,Del Rosario,,Enerio,,
DELTM001,Miguel Del Toro,Miguel,Del Toro,,Miguel,,
DELUR001,Rich DeLucia,Rich,DeLucia,,Richard Anthony,,
DEMAC001,Chris Demaria,Chris,Demaria,,Christopher Neil,,
DEMED101,Don Demeter,Don,Demeter,,Donald Lee,,
DEMEL101,Larry Demery,Larry,Demery,,Lawrence Calvin,,
DEMES001,Sam Demel,Sam,Demel,,Samuel Vincent,,
DEMOD101,Don DeMola,Don,DeMola,,Donald John,,
DEMPM101,Mark Dempsey,Mark,Dempsey,,Mark Steven,,
DEMPR001,Rick Dempsey,Rick,Dempsey,,John Rikard,,
DEMPR002,Ryan Dempster,Ryan,Dempster,,Ryan Scott,,
DENDM001,Matt den Dekker,Matt,den Dekker,,Matthew G.,,
DENEB101,Bill Denehy,Bill,Denehy,,William Francis,,
DENKT001,Travis Denker,Travis,Denker,,Travis Norton,,
DENMB101,Brian Denman,Brian,Denman,,Brian John,,
DENND101,Don Dennis,Don,Dennis,,Donald Ray,,
DENNJ001,John Denny,John,Denny,,John Allen,,
DENNK001,Kyle Denney,Kyle,Denney,,Kyle Dean,,
DENNR001,Ryan Dennick,Ryan,Dennick,,Ryan David,,
DENOC001,Chris Denorfia,Chris,Denorfia,,Christopher Anthony,,
DENSD001,Drew Denson Jr.,Drew,Denson,Jr.,Andrew,,
DENTB001,Bucky Dent,Bucky,Dent,,Russell Earl,,
DEPAJ001,Joe Depastino,Joe,Depastino,,Joseph Bernard,,
DEPAJ002,Jorge De Paula,Jorge,De Paula,,Jorge,,Ferrer
DEPAJ003,Julio DePaula,Julio,DePaula,,Julio Cesar,,
DEPAJ004,Jose De Paula,Jose,De Paula,,Jose Alberto,,
DEPAS001,Sean DePaula,Sean,DePaula,,Sean Michael,,
DERMM001,Matt Dermody,Matt,Dermody,,Matthew Phillip,,
DERNB001,Bob Dernier,Bob,Dernier,,Robert Eugene,,
DEROM001,Mark DeRosa,Mark,DeRosa,,Mark Thomas,,
DERRM101,Mike Derrick,Mike,Derrick,,James Michael,,
DESAJ001,Joe DeSa,Joe,DeSa,,Joseph,,
DESAM001,Matt DeSalvo,Matt,DeSalvo,,Matthew Thomas,,
DESCA001,Anthony DeSclafani,Anthony,DeSclafani,,Anthony James,,
DESCD001,Daniel Descalso,Daniel,Descalso,,Daniel William,,
DESHD001,Delino DeShields,Delino,DeShields,,Delino Lamont,,
DESHD002,Delino DeShields,Delino,DeShields,,Delino Diaab,,
DESHJ001,Jim Deshaies,Jim,Deshaies,,James Joseph,,
DESIJ001,John DeSilva,John,DeSilva,,John Reed,,
DESMI001,Ian Desmond,Ian,Desmond,,Ian M.,,
DESPO001,Odrisamer Despaigne,Odrisamer,Despaigne,,Odrisamer,,Orue
DESSE001,Elmer Dessens,Elmer,Dessens,,Elmer,,Jusaino
DESTO001,Orestes Destrade,Orestes,Destrade,,Orestes,,Cuevas
DETHB101,Bob Detherage,Bob,Detherage,,Robert Wayne,,
DETTJ001,John Dettmer,John,Dettmer,,John Franklin,,
DETTT101,Tom Dettore,Tom,Dettore,,Thomas Anthony,,
DETWR001,Ross Detwiler,Ross,Detwiler,,Ross Emery,,
DEVAC001,Cesar Devarez,Cesar,Devarez,,Cesar Salvatore,,Santana
DEVEC001,Chris Devenski,Chris,Devenski,,Christopher Michael,,
DEVEM001,Mike Devereaux,Mike,Devereaux,,Michael,,
DEVER001,Rafael Devers,Rafael,Devers,,Rafael Calcano,,
DEVIA101,Adrian Devine,Adrian,Devine,,Paul Adrian,,
DEVIJ001,Joey Devine,Joey,Devine,,Joseph Neal,,
DEVOD001,Doug DeVore,Doug,DeVore,,Doug Rinehart,,
DEVRC001,Cole De Vries,Cole,De Vries,,Cole William,,
DEWEM001,Mark Dewey,Mark,Dewey,,Mark Alan,,
DEWIB001,Blake DeWitt,Blake,DeWitt,,Blake Robert,,
DEWIJ001,Jeff DeWillis,Jeff,DeWillis,,Jeffrey Allen,,
DEWIM001,Matt DeWitt,Matt,DeWitt,,Matthew Brian,,
DIAMS001,Scott Diamond,Scott,Diamond,,Scott Michael,,
DIAMT001,Thomas Diamond,Thomas,Diamond,,Thomas Nicklaus,,
DIAZA001,Alex Diaz,Alex,Diaz,,Alexis,,
DIAZA002,Argenis Diaz,Argenis,Diaz,,Argenis Jose,,
DIAZA003,Aledmys Diaz,Aledmys,Diaz,,Aledmys,,Serrano
DIAZB001,Bo Diaz,Bo,Diaz,,Baudilio Jose,,Seijas
DIAZC001,Carlos Diaz,Carlos,Diaz,,Carlos Antonio,,
DIAZC002,Carlos Diaz,Carlos,Diaz,,Carlos Francisco,,
DIAZD001,Dayan Diaz,Dayan,Diaz,,Dayan Enrique,,
DIAZE001,Edgar Diaz,Edgar,Diaz,,Edgar,,Serrano
DIAZE002,Einar Diaz,Einar,Diaz,,Einar Antonio,,
DIAZE003,Eddy Diaz,Eddy,Diaz,,Eddy Javier,,
DIAZE004,Edwin Diaz,Edwin,Diaz,,Edwin,,Rosario
DIAZE005,Elias Diaz,Elias,Diaz,,Elias David,,Soto
DIAZE006,Edwin Diaz,Edwin,Diaz,,Edwin Orlando,,
DIAZF001,Felix Diaz,Felix,Diaz,,Felix Antonio,,
DIAZJ001,Juan Diaz,Juan,Diaz,,Juan Carlos,,
DIAZJ002,Jose Diaz,Jose,Diaz,,Joselo,,Soriano
DIAZJ003,Juan Diaz,Juan,Diaz,,Juan Habisail,,Arias
DIAZJ004,Jonathan Diaz,Jonathan,Diaz,,Jonathan,,
DIAZJ005,Jumbo Diaz,Jumbo,Diaz,,Jose Rafael,,Rodriguez
DIAZJ006,Jairo Diaz,Jairo,Diaz,,Jairo Jose,,Hernandez
DIAZM001,Mike Diaz,Mike,Diaz,,Michael Anthony,,
DIAZM002,Mario Diaz,Mario,Diaz,,Mario Rafael,,Torres
DIAZM003,Matt Diaz,Matt,Diaz,,Matthew Edward,,
DIAZM004,Miguel Diaz,Miguel,Diaz,,Miguel Angel,,
DIAZR001,Robinzon Diaz,Robinzon,Diaz,,Robinzon,,Henriquez
DIAZV001,Victor Diaz,Victor,Diaz,,Victor Israel,,
DIAZY001,Yandy Diaz,Yandy,Diaz,,Yandy,,Fernandez
DIBBR001,Rob Dibble,Rob,Dibble,,Robert Keith,Nasty Boy; Officer,
DICKA001,Alex Dickerson,Alex,Dickerson,,Alexander Ross,,
DICKB001,Brandon Dickson,Brandon,Dickson,,Brandon Lee,Cotton,
DICKC001,Chris Dickerson,Chris,Dickerson,,Christopher Charles,,
DICKC002,Corey Dickerson,Corey,Dickerson,,McKenzie Corey,,
DICKJ001,Jason Dickson,Jason,Dickson,,Jason Royce,,
DICKJ101,Jim Dickson,Jim,Dickson,,James Edward,,
DICKL001,Lance Dickson,Lance,Dickson,,Lance Michael,,
DICKO001,O'Koyea Dickson,O'Koyea,Dickson,,O'Koyea Rishaard,,
DICKP101,Paul Dicken,Paul,Dicken,,Paul Franklin,,
DICKR001,R. A. Dickey,R. A.,Dickey,,Robert Allen,,
DIDIB101,Bob Didier,Bob,Didier,,Robert Daniel,,
DIEKJ001,Jake Diekman,Jake,Diekman,,Jacob Tanner,,
DIERL101,Larry Dierker,Larry,Dierker,,Lawrence Edward,,
DIETD001,Derek Dietrich,Derek,Dietrich,,Derek Richard,,
DIETD101,Dick Dietz,Dick,Dietz,,Richard Allen,,
DIFEM001,Mike Difelice,Mike,Difelice,,Michael William,,
DIFEM002,Mark DiFelice,Mark,DiFelice,,Mark Andrew,,
DIFOW001,Wilmer Difo,Wilmer,Difo,,Wilmer Francisco,,Santos
DIGGB001,Ben Diggins,Ben,Diggins,,Benjamin Howard,,
DILAJ101,Jack DiLauro,Jack,DiLauro,,Jack Edward,,
DILLB101,Bill Dillman,Bill,Dillman,,William Howard,,
DILLD101,Don Dillard,Don,Dillard,,David Donald,,
DILLG001,Gordon Dillard,Gordon,Dillard,,Gordon Lee,,
DILLJ001,Joe Dillon,Joe,Dillon,,Joseph William,,
DILLS101,Steve Dillard,Steve,Dillard,,Stephen Bradley,,
DILLS102,Steve Dillon,Steve,Dillon,,Stephen Edward,,
DILLT001,Tim Dillard,Tim,Dillard,,Timothy Charles,,
DILOM001,Miguel Dilone,Miguel,Dilone,,Miguel Angel,,Reyes
DIMIF001,Frank DiMichele,Frank,DiMichele,,Frank Lawrence,,
DIMMM101,Mike Dimmel,Mike,Dimmel,,Michael Wayne,,
DINAL001,Lenny DiNardo,Lenny,DiNardo,,Leonard Edward,,
DINEK101,Kerry Dineen,Kerry,Dineen,,Kerry Michael,,
DINGC001,Craig Dingman,Craig,Dingman,,Craig Allen,,
DINKB001,Brian Dinkelman,Brian,Dinkelman,,Brian Adam,,
DIORM101,Ron Diorio,Ron,Diorio,,Ronald Michael,,
DIPIF001,Frank DiPino,Frank,DiPino,,Frank Michael,,
DIPOJ001,Jerry Dipoto,Jerry,Dipoto,,Gerard Peter,,
DIRKA001,Andy Dirks,Andy,Dirks,,Andrew Lee,,
DISAG001,Gary Disarcina,Gary,Disarcina,,Gary Thomas,,
DISHG001,Glenn Dishman,Glenn,Dishman,,Glenelg Edward,,
DISTA101,Alec Distaso,Alec,Distaso,,Alec John,,
DISTB001,Benny Distefano,Benny,Distefano,,Benito James,,
DIXOB001,Brandon Dixon,Brandon,Dixon,,Brandon Allen,,
DIXOK001,Ken Dixon,Ken,Dixon,,Kenneth John,,
DIXOS001,Steve Dixon,Steve,Dixon,,Steven Ross,,
DIXOT101,Tom Dixon,Tom,Dixon,,Thomas Earl,,
DLUGB001,Brent Dlugach,Brent,Dlugach,,Brent P.,,
DOBBG001,Greg Dobbs,Greg,Dobbs,,Gregory Stuart,,
DOBSC101,Chuck Dobson,Chuck,Dobson,,Charles Thomas,,
DOBSP101,Pat Dobson,Pat,Dobson,,Patrick Edward,,
DODDR001,Robert Dodd,Robert,Dodd,,Robert Wayne,,
DODDT001,Tom Dodd,Tom,Dodd,,Thomas Marion,,
DODSP001,Pat Dodson,Pat,Dodson,,Patrick Neal,,
DOHEJ001,John Doherty,John,Doherty,,John Harold,,
DOHEJ101,John Doherty,John,Doherty,,John Michael,,
DOHMS001,Scott Dohmann,Scott,Dohmann,,Christopher Scott,,
DOLIR001,Rafael Dolis,Rafael,Dolis,,Rafael Jose,,
DOLSF001,Freddy Dolsi,Freddy,Dolsi,,Freddy,,
DOMIA001,Andy Dominique,Andy,Dominique,,Andrew John,,
DOMIC001,Chris Dominguez,Chris,Dominguez,,Christopher Omar,,
DOMIJ001,Juan Dominguez,Juan,Dominguez,,Juan Ramon,,
DOMIJ002,Jose Dominguez,Jose,Dominguez,,Jose Alfredo,,Colome
DOMIM001,Matt Dominguez,Matt,Dominguez,,Matthew Scott,,
DOMIS001,Seranthony Dominguez,Seranthony,Dominguez,,Seranthony Ambioris,,Taveras
DONAJ001,Josh Donaldson,Josh,Donaldson,,Joshua Adam,,
DONAJ002,Jason Donald,Jason,Donald,,Jason Thomas,,
DONAJ101,John Donaldson,John,Donaldson,,John David,,
DONNB001,Brendan Donnelly,Brendan,Donnelly,,Brendan Kevin,,
DONNC001,Chris Donnels,Chris,Donnels,,Chris Barton,,
DONOD101,Dick Donovan,Dick,Donovan,,Richard Edward,,
DONOT101,Tom Donohue,Tom,Donohue,,Thomas James,,
DOOLS001,Sean Doolittle,Sean,Doolittle,,Sean Robert,,
DOPSJ001,John Dopson,John,Dopson,,John Robert,,
DORAB001,Bill Doran,Bill,Doran,,William Donald,,
DORND001,Danny Dorn,Danny,Dorn,,Daniel Casey,,
DORSB001,Brian Dorsett,Brian,Dorsett,,Brian Richard,,
DORSJ001,Jim Dorsey,Jim,Dorsey,,James Edward,,
DORTM001,Melvin Dorta,Melvin,Dorta,,Melvin A.,,
DOSTD001,David Doster,David,Doster,,David Eric,,
DOTEO001,Octavio Dotel,Octavio,Dotel,,Octavio Eduardo,,Diaz
DOTSR001,Richard Dotson,Richard,Dotson,,Richard Elliott,,
DOTTG101,Gary Dotter,Gary,Dotter,,Gary Richard,,
DOUBF001,Felix Doubront,Felix,Doubront,,Felix Antonio,,
DOUGJ001,Jim Dougherty,Jim,Dougherty,,James Elliott,,
DOUGS001,Sean Douglass,Sean,Douglass,,Sean Reed,,
DOUMR001,Ryan Doumit,Ryan,Doumit,,Ryan Matthew,,
DOVED001,Dennis Dove,Dennis,Dove,,Dennis Anthony,,
DOWEK001,Ken Dowell,Ken,Dowell,,Kenneth Allen,,
DOWLD101,Dave Dowling,Dave,Dowling,,David Barclay,,
DOWNA101,Al Downing,Al,Downing,,Alphonso Erwin,,
DOWNB001,Brian Downing,Brian,Downing,,Brian Jay,,
DOWND001,Darin Downs,Darin,Downs,,Darin Burton,,
DOWND101,Dave Downs,Dave,Downs,,David Ralph,,
DOWNK001,Kelly Downs,Kelly,Downs,,Kelly Robert,,
DOWNM001,Matt Downs,Matt,Downs,,Russell Matt,,
DOWNS001,Scott Downs,Scott,Downs,,Scott Jeremy,,
DOYLB101,Brian Doyle,Brian,Doyle,,Brian Reed,,
DOYLD102,Denny Doyle,Denny,Doyle,,Robert Dennis,,
DOYLJ101,Jeff Doyle,Jeff,Doyle,,Jeffrey Donald,,
DOYLP101,Paul Doyle,Paul,Doyle,,Paul Sinnott,,
DOYNC001,Cory Doyne,Cory,Doyne,,Michael Cory,,
DOZIB001,Brian Dozier,Brian,Dozier,,James Brian,,
DOZID001,D. J. Dozier,D. J.,Dozier,,William Henry,,
DOZIH001,Hunter Dozier,Hunter,Dozier,,Hunter William,,
DOZIT001,Tom Dozier,Tom,Dozier,,Thomas Dean,,
DRABD001,Doug Drabek,Doug,Drabek,,Douglas Dean,,
DRABK001,Kyle Drabek,Kyle,Drabek,,Kyle Jordan,,
DRABM101,Moe Drabowsky,Moe,Drabowsky,,Myron Walter,,
DRAGD101,Dick Drago,Dick,Drago,,Richard Anthony,,
DRAHB001,Brian Drahman,Brian,Drahman,,Brian Stacy,,
DRAKO001,Oliver Drake,Oliver,Drake,,Oliver Gardner,,
DRANK001,Kelly Dransfeldt,Kelly,Dransfeldt,,Kelly Daniel,,
DRAPM001,Mike Draper,Mike,Draper,,Michael Anthony,,
DRAVD001,Dave Dravecky,Dave,Dravecky,,David Francis,,
DREET001,Tom Drees,Tom,Drees,,Thomas Kent,,
DREID001,Darren Dreifort,Darren,Dreifort,,Darren James,,
DRESK001,Kirk Dressendorfer,Kirk,Dressendorfer,,Kirk Richard,,
DRESR001,Ryan Drese,Ryan,Drese,,Ryan Thomas,,
DRESR101,Rob Dressler,Rob,Dressler,,Robert Alan,,
DREWC001,Cameron Drew,Cameron,Drew,,Cameron Steward,,
DREWJ001,J. D. Drew,J. D.,Drew,,David Jonathan,,
DREWS001,Stephen Drew,Stephen,Drew,,Stephen Oris,,
DREWT001,Tim Drew,Tim,Drew,,Timothy Andrew,,
DREYS001,Steve Dreyer,Steve,Dreyer,,Steven William,,
DRIED001,Dan Driessen,Dan,Driessen,,Daniel,,
DRISJ101,Jim Driscoll,Jim,Driscoll,,James Bernard,,
DRIST001,Travis Driskill,Travis,Driskill,,Travis Corey,,
DRUMK101,Keith Drumright,Keith,Drumright,,Keith Alan,,
DRUMT001,Tim Drummond,Tim,Drummond,,Timothy Darnell,,
DRURB001,Brandon Drury,Brandon,Drury,,Brandon S.,,
DRYSD101,Don Drysdale,Don,Drysdale,,Donald Scott,,
DUBOB001,Brian Dubois,Brian,Dubois,,Brian Andrew,,
DUBOE001,Eric DuBose,Eric,DuBose,,Eric Ladell,,
DUBOJ001,Jason Dubois,Jason,Dubois,,Jason Bradford,,
DUCEB001,Rob Ducey,Rob,Ducey,,Robert Thomas,,
DUCHJ001,Justin Duchscherer,Justin,Duchscherer,,Justin Craig,,
DUCKB001,Brandon Duckworth,Brandon,Duckworth,,Brandon J.,,
DUCKJ101,Jim Duckworth,Jim,Duckworth,,James Raymond,,
DUDAL001,Lucas Duda,Lucas,Duda,,Lucas Christopher,,
DUENB001,Brian Duensing,Brian,Duensing,,Brian Matthew,,
DUESH101,Hal Dues,Hal,Dues,,Hal Joseph,,
DUFFC001,Chris Duffy,Chris,Duffy,,Christopher Ellis,,
DUFFD001,Danny Duffy,Danny,Duffy,,Daniel Richard,,
DUFFF101,Frank Duffy,Frank,Duffy,,Frank Thomas,,
DUFFJ101,John Duffie,John,Duffie,,John Brown,,
DUFFJ102,Jim Duffalo,Jim,Duffalo,,James Francis,,
DUFFM001,Matt Duff,Matt,Duff,,Matthew Clark,,
DUFFM002,Matt Duffy,Matt,Duffy,,Matthew Michael,,
DUFFM003,Matt Duffy,Matt,Duffy,,Matthew Edward,,
DUFFT001,Tyler Duffey,Tyler,Duffey,,Tyler Blinn,,
DUGGS001,Steven Duggar,Steven,Duggar,,Steven Michael,,
DUKEE001,Elijah Dukes,Elijah,Dukes,,Elijah David,,
DUKEJ101,Jan Dukes,Jan,Dukes,,Noble Jan,,
DUKET101,Tom Dukes,Tom,Dukes,,Thomas Earl,,
DUKEZ001,Zach Duke,Zach,Duke,,Zachary Thomas,,
DULIB101,Bob Duliba,Bob,Duliba,,Robert John,,
DULLR001,Ryan Dull,Ryan,Dull,,Ryan Christopher,,
DUMAP001,Phil Dumatrait,Phil,Dumatrait,,Phillip Anthony,,
DUMOD101,Dan Dumoulin,Dan,Dumoulin,,Daniel Lynn,,
DUNBM001,Matt Dunbar,Matt,Dunbar,,Matthew Marshall,,
DUNBT001,Tom Dunbar,Tom,Dunbar,,Thomas Jerome,,
DUNCC001,Courtney Duncan,Courtney,Duncan,,Courtney Demond,,
DUNCC002,Chris Duncan,Chris,Duncan,,Christopher Edwin,,
DUNCD101,Dave Duncan,Dave,Duncan,,David Edwin,,
DUNCJ001,Jeff Duncan,Jeff,Duncan,,Jeffrey Matthew,,
DUNCM001,Mariano Duncan,Mariano,Duncan,,Mariano,,Nalasco
DUNCS001,Shelley Duncan,Shelley,Duncan,,David Shelley,,
DUNCT101,Taylor Duncan,Taylor,Duncan,,Taylor McDowell,,
DUNEJ101,Jim Dunegan Jr.,Jim,Dunegan,Jr.,James William,,
DUNNA001,Adam Dunn,Adam,Dunn,,Adam Troy,The Big Donkey,
DUNNJ001,Jake Dunning,Jake,Dunning,,Jake Austin,,
DUNNM001,Mike Dunne,Mike,Dunne,,Michael Dennis,,
DUNNM002,Mike Dunn,Mike,Dunn,,Michael Glen,,
DUNNR101,Ron Dunn,Ron,Dunn,,Ronald Ray,,
DUNNS001,Steve Dunn,Steve,Dunn,,Steven Robert,,
DUNNS002,Scott Dunn,Scott,Dunn,,Scott Allen,,
DUNNS101,Steve Dunning,Steve,Dunning,,Steven John,,
DUNNT001,Todd Dunn,Todd,Dunn,,Todd Kent,,
DUNSS001,Shawon Dunston,Shawon,Dunston,,Shawon Donnell,,
DUNWT001,Todd Dunwoody,Todd,Dunwoody,,Todd Franklin,,
DUPRM101,Mike Dupree,Mike,Dupree,,Michael Dennis,,
DURAD101,Dan Duran,Dan,Duran,,Daniel James,,
DURAE001,Erubiel Durazo,Erubiel,Durazo,,Erubiel,,Cardenas
DURAG001,German Duran,German,Duran,,German,,
DURAL001,Luis Durango,Luis,Durango,,Luis A.,,
DURAM001,Mike Durant,Mike,Durant,,Michael Joseph,,
DURAR001,Roberto Duran,Roberto,Duran,,Roberto Alejandro,,
DURBC001,Chad Durbin,Chad,Durbin,,Chad Griffin,,
DURBJ001,J. D. Durbin,J. D.,Durbin,,Joseph Adam,,
DURER101,Ryne Duren,Ryne,Duren,,Rinold George,,
DURHD101,Don Durham,Don,Durham,,Donald Gary,,
DURHL001,Leon Durham,Leon,Durham,,Leon,,
DURHR001,Ray Durham,Ray,Durham,,Ray,,
DUROJ001,Jayson Durocher,Jayson,Durocher,,Jayson Paul,,
DURRT001,Trent Durrington,Trent,Durrington,,Trent John,,
DUVAA001,Adam Duvall,Adam,Duvall,,Adam Lynn,,
DUVAM001,Mike Duvall,Mike,Duvall,,Michael Alan,,
DWYEC001,Chris Dwyer,Chris,Dwyer,,Christopher Paul,,
DWYEJ001,Jim Dwyer,Jim,Dwyer,,James Edward,Pig Pen,
DYBZJ001,Jerry Dybzinski,Jerry,Dybzinski,,Jerome Mathew,,
DYE-J001,Jermaine Dye,Jermaine,Dye,,Jermaine Terrell,,
DYERD101,Duffy Dyer,Duffy,Dyer,,Don Robert,,
DYERM001,Mike Dyer,Mike,Dyer,,Michael Lawrence,,
DYKHR001,Radhames Dykhoff,Radhames,Dykhoff,,Radhames Alviro,,
DYKSA001,Allan Dykstra,Allan,Dykstra,,Allan Christopher,,
DYKSL001,Lenny Dykstra,Lenny,Dykstra,,Leonard Kyle,Nails; Dude,
DYSOJ001,Jarrod Dyson,Jarrod,Dyson,,Jarrod Martel,,
DYSOS001,Sam Dyson,Sam,Dyson,,Samuel Isaac,,
EARLA101,Arnold Earley,Arnold,Earley,,Arnold Carl,,
EARLB001,Bill Earley,Bill,Earley,,William Albert,,
EARLS001,Scott Earl,Scott,Earl,,William Scott,,
EASLD001,Damion Easley,Damion,Easley,,Jacinto Damion,,
EASLE001,Ed Easley,Ed,Easley,,Edward Michael,,
EASLL001,Logan Easley,Logan,Easley,,Kenneth Logan,,
EASLM001,Mike Easler,Mike,Easler,,Michael Anthony,,
EASTJ001,Jamie Easterly,Jamie,Easterly,,James Morris,,
EASTR101,Rawly Eastwick,Rawly,Eastwick,,Rawlins Jackson,,
EATOA001,Adam Eaton,Adam,Eaton,,Adam Thomas,,
EATOA002,Adam Eaton,Adam,Eaton,,Adam Cory,,
EATOC101,Craig Eaton,Craig,Eaton,,Craig,,
EAVEG001,Gary Eave,Gary,Eave,,Gary Louis,,
EBERD001,Derrin Ebert,Derrin,Ebert,,Derrin Lee,,
ECHEA001,Angel Echevarria,Angel,Echevarria,,Angel Santos,,
ECKED001,Dennis Eckersley,Dennis,Eckersley,,Dennis Lee,,
ECKEE001,Eric Eckenstahler,Eric,Eckenstahler,,Eric Ryan,,
ECKSD001,David Eckstein,David,Eckstein,,David Mark,,
EDDYC001,Chris Eddy,Chris,Eddy,,Christopher Mark,,
EDDYD101,Don Eddy,Don,Eddy,,Donald Eugene,,
EDDYS101,Steve Eddy,Steve,Eddy,,Steven Allen,,
EDELJ101,Joe Edelen,Joe,Edelen,,Benny Joe,,
EDENK001,Ken Edenfield,Ken,Edenfield,,Kenneth Edward,,
EDENM101,Mike Eden,Mike,Eden,,Edward Michael,,
EDENT001,Tom Edens,Tom,Edens,,Thomas Patrick,,
EDGEB101,Bill Edgerton,Bill,Edgerton,,William Albert,,
EDGEB102,Butch Edge,Butch,Edge,,Claude Lee,,
EDGIJ001,Josh Edgin,Josh,Edgin,,Joshua Wayne,,
EDLED101,Dave Edler,Dave,Edler,,David Delmer,,
EDLES001,Steve Edlefsen,Steve,Edlefsen,,Steven Bradley,,
EDMOB001,Brian Edmondson,Brian,Edmondson,,Brian Christopher,,
EDMOJ001,Jim Edmonds,Jim,Edmonds,,James Patrick,,
EDMOP101,Paul Edmondson,Paul,Edmondson,,Paul Michael,,
EDWAC001,Carl Edwards Jr.,Carl,Edwards,Jr.,Carl Fleming,,
EDWAD101,Dave Edwards,Dave,Edwards,,David Leonard,,
EDWAD102,Doc Edwards,Doc,Edwards,,Howard Rodney,,
EDWAJ001,Jon Edwards,Jon,Edwards,,Jonathan Benjamin,,
EDWAJ101,Johnny Edwards,Johnny,Edwards,,John Alban,,
EDWAM001,Mike Edwards,Mike,Edwards,,Michael Donald,,
EDWAM101,Mike Edwards,Mike,Edwards,,Michael Lewis,,
EDWAM102,Marshall Edwards,Marshall,Edwards,,Marshall Lynn,,
EDWAW001,Wayne Edwards,Wayne,Edwards,,Wayne Maurice,,
EENHR001,Robert Eenhoorn,Robert,Eenhoorn,,Robert Franciscus,,
EFLIZ001,Zach Eflin,Zach,Eflin,,Zachary Adams,,
